Job ID,Job Title,Min Salary,Max Salary,Avg Salary,Hourly,Job Description,Company,Location,Rating,Headquarters,Size,Size Class,Founded,Age,Type Of Ownership,Competitors,Industry,Sector,Revenue,Revenue Class,Same State,Python,R,Spark,AWS,Excel,Job Simp,Skills Count
77,Research Scientist,57000,118000,87500,0,"Company Overview

Imagine if we could match patients with the treatments that prove the most effective for them . . .
GNS Healthcare applies a powerful form of AI called causal machine learning to predict which treatments and care management programs will work for which patients, improving individual patient outcomes and the health of populations while reducing the total cost of care.

Headquartered in the biotechnology and health IT center of Cambridge, MA, our patented REFS technology is based on recent breakthroughs in causal machine learning and AI that transforms massive quantities of patient data into computer models of disease at molecular, patient, and health system levels. These computer models power up solutions, products, and services that health plans, biopharmaceutical companies, health systems, and patient foundations utilize to slow disease progression, reduce adverse events and hospitalization, and improve therapeutic effectiveness. Our platforms and solutions have been validated across mor...",GNS Healthcare,"Cambridge, MA",1.9,"Cambridge, MA",51 to 200 employees,Class F,2000,23,Company - Private,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),Class 9,1,0,0,0,1,0,na,1
78,Data Scientist,83000,137000,110000,0,"Overview


Peraton is seeking a Senior Data Scientist to provide data analysis and solutions to network and cyber security services.

Responsibilities


What you’ll do…
Produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.
Use a flexible, analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data.
Generate and test hypotheses and analyze and interpret the results of product experiments.
Work with product engineers to translate prototypes into new products, services, and features and provide guidelines for large-scale implementation.
Qualifications


You’d be a great fit if…
Bachelor's degree in Co...",Peraton,"Chantilly, VA",3.3,"Herndon, VA",1001 to 5000 employees,Class C,2017,6,Company - Private,-1,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Class 4,0,1,0,0,0,1,data scientist,2
79,Data Scientist,86000,141000,113500,0,"Looking fora Data Scientis/Architect who has 8 yrs of exp in data design, data modelling, data flow, analytics in supply chain domain.

Here’s the detail JD:
Expert programming skills in Python, R
Experience in writing code for various Machine learning algorithms for classification, clustering, forecasting, regression, Neural networks and Deep Learning
Hands-on experience with modern enterprise data architectures and data toolsets (ex: data warehouse, data marts, data lake, 3NF and dimensional models, modeling tools, profiling tools)
Strong knowledge of Supply Chain domain, preferably in the hi-tech industry
Strong problem solving and abstract thinking skills
Knowledge of data architecture and design patterns and the ability to apply them
Ability to conceptualize and articulate ideas clearly and concisely
Excellent communication, presentation and interpersonal skills",Pactera,"San Jose, CA",4.4,"Beijing, China",10000+ employees,Class A,1995,28,Company - Private,"Infosys, EPAM, Accenture",IT Services,Information Technology,$500 million to $1 billion (USD),Class 5,0,1,0,0,0,1,data scientist,2
80,Data Scientist,94000,154000,124000,0,"Nurx is looking for a Data Scientist who loves answering complex business and health questions through data. This is a rare opportunity to help build a data-driven culture from the ground up and impact the lives of millions by helping reinvent the healthcare system. We're building a system to support delivery of medical care in a modern and truly empathetic way.

This is a hybrid role in which you will run deep analyses on structured and unstructured data and also build and maintain ETLs to fetch data into the Nurx warehouse. You will be asked to work with your peers to determine the best algorithm to solve any given problem, and be able to create your own data structures to execute the solution.

On this team, you'll work closely with Product, Operations, Finance, Marketing and Engineering. You'll be reporting to the Head of Data & Research and will engage with all aspects of Nurx to discover insights on how to drive operational efficiency, help plan for staffing, and most importantly, increase our abilit...",Nurx,"San Francisco, CA",3.9,"San Francisco, CA",51 to 200 employees,Class F,2016,7,Company - Private,-1,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Class 11,1,1,0,0,0,0,data scientist,1
81,Jr. Business Data Analyst,37000,76000,56500,0,"Hi there! We're WebFX, a full-service digital marketing agency based in the US. We've been named the Best Place To Work in Pennsylvania 5 times in a row and we'd love to meet you. We're looking for people to join our mission to provide world-class digital marketing solutions to mid-size businesses around the world. We get super excited about driving business growth for our clients and are looking for people who take pride in their marketing work and enjoy having a little fun at the same time.

What We're Looking For

Desired Education
Bachelor's Degree in Marketing, Advertising, Business, Business Information System, Management of Information Systems, or Statistics (GPA above a 3.4)

General Knowledge
Solid understanding of interpreting business analytics
Strong data analysis skills
Solid Understanding of the Internet

Experience
Should have customer service experience in any industry
Part time/summer job/internship experience is a must
Basic HTML or data manipulation software experience (a plus)
Experienc...",webfx.com,"Harrisburg, PA",4.7,"Harrisburg, PA",201 to 500 employees,Class E,1997,26,Company - Private,-1,Advertising & Marketing,Business Services,$25 to $50 million (USD),Class 8,1,0,0,0,0,1,analyst,1
82,Data Scientist,100000,160000,130000,0,"Are you passionate about providing real impact to the country's toughest national security problems?

Are you searching for engaging work with an employer that prioritizes innovation?

If so, we may be looking for you to join our group at the Johns Hopkins University Applied Physics Laboratory (JHU/APL)!

The Tactical Intelligence Systems Group of the Asymmetric Operations Sector is seeking a Data Scientist to develop cutting-edge solutions for challenges in data science and machine learning!

As a Data Scientist, you will....
Primarily apply knowledge in machine learning, artificial intelligence, data analysis, and software development to solve big data challenges
Explore current academic research to maintain technical edge and enable innovation
Collaborate with laboratory, for-profit contractors, and sponsor teams to address critical sponsor needs
Effectively communicate results to both JHU/APL and sponsor leadership
You'll meet our minimum qualifications for the position if you...
Possess a B.S. or B.A....",Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",4.5,"Laurel, MD",5001 to 10000 employees,Class B,1942,81,Nonprofit Organization,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Class 4,1,1,0,0,0,1,data scientist,2
83,Data Analyst,55000,100000,77500,0,"The Productive Edge Data, Automation and Artificial Intelligence (AI) Practice provides advanced technology solutions and strategies that propel our clients into the modern data age. Our PE teams turn the promise of AI and Machine Learning into practical solutions that empower differentiated customer experiences, predictive insights, and transformational business outcomes. Likewise, PE’s “Modern Data Management Framework” and Agile-centric methodology enable us to achieve impactful results rapidly and efficiently.

As a Data Analyst at Productive Edge, you will be a member of a high performing team delivering software solutions to clients. Your days will normally consist of the following activities:
Partner with project leadership to understand client business processes
Work with client and internal stakeholders to gather functional and technical requirements on current and future systems and processes
Serve as a subject matter expert in the customer's business process and be able to break down processes i...",Productive Edge,"Chicago, IL",4.3,"Chicago, IL",51 to 200 employees,Class F,2008,15,Company - Private,"Numerator, Rise Interactive, Salom",Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Class 9,1,0,0,0,0,1,analyst,1
84,Data Engineer,60000,114000,87000,0,"Overview


The Data Engineer participates in the design and build of modern data products that comprise of raw data stores (data lakes) and cleansed data repositories, populated by batch or streaming data pipelines. The Data Engineer works with a team to create a robust, sustainable and flexible design and leads the technical delivery using Agile delivery frameworks like Scrum or Kanban.

Responsibilities
Developing and managing data processes to ensure that data is available and usable
Creation and automation of data pipelines and platforms
Managing and monitoring data quality via automated testing frameworks (Data Driven Testing, TDD, etc.)
Working closely with Architects, Data Scientists, and DevOps to design, build, test, deliver, and maintain sustainable and highly scalable data solutions
Researching data acquisition and evaluating suitability
Integration of data management solutions into client environment
Actively managing risks to data and ensuring there is a data recovery plan
Building data reposi...",Excella Consulting,"Arlington, VA",4,"Arlington, VA",201 to 500 employees,Class E,2002,21,Company - Private,-1,Consulting,Business Services,$50 to $100 million (USD),Class 7,1,1,0,0,1,1,data engineer,3
85,Data Analyst,39000,68000,53500,0,"Description
Interpret data, analyze results using statistical techniques and provide ongoing reports
Identify areas where data can be used to improve business activity.
Develop requirements for data, reporting, views and tools.
Provide quality assurance of imported data.
Develop methods to assist with the improvement of data collection.
Commissioning and decommissioning of data sets.
Processing confidential data and information according to guidelines.
Supporting the data warehouse in identifying and revising reporting requirements.
Troubleshoot reporting database environment and reports as needed.
Training end users on new reports and dashboards.
Provide technical expertise on data storage structures, data mining, and data cleansing.

Education/Experience/Skills
Bachelor’s degree from an accredited university or college in Data Analytics or Computer Science
2+ years’ work experience as a data analyst or a related field
Ability to work with stakeholders to assess data output
Ability to translate business r...",Gensco,"Tacoma, WA",4.4,"Tacoma, WA",501 to 1000 employees,Class D,1948,75,Company - Private,-1,Wholesale,Business Services,$100 to $500 million (USD),Class 6,1,0,0,0,0,1,analyst,1
86,Staff Data Scientist - Technology,106000,172000,139000,0,"Position Summary...
Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and priorities; removing barriers and obstacles that impact performance; providing resources; identifying performance standards; measuring progress and adjusting performance accordingly; developing contingency plans; and demonstrating adaptability and supporting continuous learning. Provides supervision and development opportunities for associates by selecting and training; mentoring; assigning duties; building a team-based work environment; establishing performance expectations and conducting regular performance evaluations; providing recognition and rewards; coaching for success and improvement; and ensuring diversity awareness. Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity by training and providing direction to others in their use and application; ensuring compliance with th...",Walmart,"Plano, TX",3.2,"Bentonville, AR",10000+ employees,Class A,1962,61,Company - Public,"Target, Costco Wholesale, Amazon","Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Class 1,0,0,0,0,0,0,data scientist,0
87,Data Scientist,86000,142000,114000,0,"Advanced Analytics – Lead Data Scientist
Overview


We are looking for a Data Scientist to join our Data Science team to work on interesting projects to help our clients make data driven solutions. As a Data Scientist, you’ll work closely with the clients to understand their business needs, frame them as statistical problems, and solve them with cutting edge techniques. Collaborate with your team, including machine learning engineers, data engineers, analysts, and TPMs to define tasks, provide estimates, and work together to deliver a world class solution. The ideal candidate will have the balance of technical skills and business acumen to help the client better understand their core needs while understanding technical limitations.

About you…
Experience partnering & communicating with executive management team to understand business needs and pain points
Ability to communicate data science concepts to business stakeholders
Passion for the application of machine learning to real world problems
Adept at dev...",Logic20/20,"San Jose, CA",3.8,"Seattle, WA",201 to 500 employees,Class E,2005,18,Company - Private,-1,Consulting,Business Services,$25 to $50 million (USD),Class 8,0,1,0,1,1,1,data scientist,4
88,Data Scientist,64000,107000,85500,0,"Are you performance-driven and want your impact to actually matter? Do you want to personally grow and use that expertise to transform your company, industry and the world itself? Do you want to be part of a family that works and plays together; that believes anything is possible and then goes after it?

At goTRG we are designing next generation applications/Software and robotics to achieve more with less.

goTRG is:
Re-defining basic business functions like warehouse management and resource planning
Pioneering new omnichannel e-commerce breakthroughs
Inventing innovative robotics and automation tools
Using our technology to help our partners achieve greater profitability, and reduce their environmental footprint
goTRG has doubled sales in the last three years, we are now ramping up for serious growth. We are looking for valued and passionate associates in every functional area.

Position: Data Scientist

Department: Product Development

Reports to: Director of BI

Position Summary:

The successful incumbe...",goTRG,"Miami, FL",4.2,"Miami, FL",501 to 1000 employees,Class D,2008,15,Company - Private,-1,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Class 6,1,1,0,1,0,1,data scientist,3
89,Data Management Specialist,31000,65000,48000,0,"Location: Huntsville, AL

Clearance: Secret Clearance

Job Description

The Data Management Specialist is responsible for working with a directorate office to effectively manage data and data sources. The Specialist will work extensively with the stakeholders to identify single sources of truth (authoritative data sources), establish relationships between other data sources, and integrate them into an organizational data model. The Data Management Specialist should recommend moving any ad-hoc sources of truth to a properly managed system (determined and recommended by the Specialist) that allows for easy data access and reporting. The Specialist should assist the directorate in creating an environment that efficiently supports structured, repeatable reporting, including the promotion of high standards for data quality, identifying data gaps as discovered.

The Data Management Specialist will collaborate with Government customers, data owners, data stewards, developers, data scientists and other data ingest...",NMR Consulting,"Huntsville, AL",4.5,"Chantilly, VA",51 to 200 employees,Class F,1996,27,Company - Private,-1,IT Services,Information Technology,$25 to $50 million (USD),Class 8,0,0,0,0,0,1,na,1
90,E-Commerce Data Analyst,34000,62000,48000,0,"We have an exciting opportunity forYOU to joinUS, as ourE- Commerce Data Analyst.

This position will be based in New Orleans, Louisiana.

Job Description:

Reporting to the Manager of UIX& Optimization, this collaborative role will place you in an agile
cross-functional team whose goal is to innovate and optimize our partners’ digital solutions.

In this role, you will be responsible for creating data visualizations, implementing best practices
for analytics, architecting database solutions, and offering strategic insights based on your data queries.

What willYOUdo?

As the Data Analyst, you will:
Collect, organize, analyze and present data from diverse sources
Create dashboards to serve both internal and external stakeholder needs
Implement Analytics on digital solutions
Create datasets via tools&/or custom coding
Collaborate with Product and UIX teams to improve existing solutions, support roadmap initiatives, and create new potential features
Maintain current data initiatives and improve present-day s...",iSeatz,"New Orleans, LA",3.5,"New Orleans, LA",51 to 200 employees,Class F,1999,24,Company - Private,-1,Enterprise Software & Network Solutions,Information Technology,Unknown,Unknown,1,0,0,0,0,1,analyst,1
91,Sr. Scientist II,117000,231000,174000,0,"Sr. Scientist II
Location


San Francisco

Requisition Number

3553-395-R

Apply Now

Position Overview


The Biologics Purification & Manufacturing team is looking to hire a Sr. Scientist, Biologics Purification.

Summary:

Nektar biologics CMC organization is seeking a highly motivated and experienced professional as a Senior scientist of Analytical Development, Quality Control and CMC. The ideal candidate has demonstrated knowledge in Analytical Development of biologics and familiarity with PEGylated Drug Substance and Drug Product. This position will collaborate closely with internal cross-functional departments with representatives from bioassay development, analytical method development/characterization, process development, manufacturing operations, quality assurance, project management and regulatory affairs to achieve corporate goals and objective. This position will also require working closely with multiple external contract organizations including CMOs and Contract Laboratories in the areas of ...",Nektar Therapeutics,"San Francisco, CA",3.5,"San Francisco, CA",201 to 500 employees,Class E,1990,33,Company - Public,"Bristol-Myers Squibb, Merck, GlaxoSmithKline",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Class 6,1,0,0,0,0,1,na,1
92,Insurance Data Scientist,64000,106000,85000,0,"What We'll Bring:

What We'll Bring:

At TransUnion, we have a welcoming and energetic environment that encourages collaboration and innovation – we’re consistently exploring new technologies and tools to be agile. This environment gives our people the opportunity to hone current skills and build new capabilities, while discovering their genius.

Come be a part of our team – you’ll work with great people, pioneering products and cutting-edge technology

What You'll Bring:
You come in with 1-2 years of academic or professional analytical or modeling experience with solid knowledge of statistical methods such as GLM and machine learning techniques such as random forest, GBM, XGBoost, etc.
Advanced proficiency with one or more statistical programming languages such as R, Python, or H2O
Intellectual curiosity and experience writing intermediate or advanced SQL queries for data extraction
Ability to clearly articulate ideas to both technical and non-technical audiences
Your strong project management and time ma...",TransUnion,"Atlanta, GA",3.9,"Chicago, IL",5001 to 10000 employees,Class B,1968,55,Company - Public,-1,Financial Analytics & Research,Finance,$1 to $2 billion (USD),Class 4,0,1,0,1,0,0,data scientist,2
93,Data Modeler,79000,134000,106500,0,"The database modeler shall perform analysis of raw data streams to detect patterns, produce data models to predict risk and detect violations, implement data models in production environment to support data analytics, perform review of analysis tools, and coordinate with other teams to maintain awareness of best practices.

Responsibilities:
Develop data models to refine data integration.
Derive information from the correlation of raw data.
Develop models for the detection of high-risk trends.
Develop models for the estimation of risk within a monitored population.
Perform data modeling and alerting - multiple models run against the collected data to detect threat activity and predict risk scores for each individual based on observed activity within a range of observed criteria.
Clearance:

An active DoD TS/SCI clearance based upon a SSBI completed within the last 5 years with a CI Polygraph.

The Company:
We opened our doors in 2003 and have developed long-standing relationships with our customers, both p...",IT Concepts,"Landover, MD",4.7,"Vienna, VA",51 to 200 employees,Class F,2003,20,Company - Private,-1,IT Services,Information Technology,$10 to $25 million (USD),Class 9,0,0,0,0,0,0,na,0
94,Data Analyst / Scientist,52000,93000,72500,0,"Scientific Research Corporation is an advanced information technology engineering company that provides innovative products and services to government and private industry, as well as independent institutions. At the core of our capabilities is a seasoned team of highly skilled engineers and scientists with multidisciplinary backgrounds. This team is challenged daily to provide cutting edge technology solutions to our clients.

PRIMARY DUTIES & RESPONSIBILITIES:

SRC is currently seeking multiple Data Scientists, at various levels, to support our customer at the Naval Air Systems Command located at the Naval Air Station Patuxent River, MD. The Data Scientist will support the analysis of F-35 data, simulation data, and the statistical comparison of the two data sets.
Adept at manipulating data in a tactical or operational context to gain insight into installed sensor and system performance.
Must have strong experience using a variety of data analysis methods and data munging tools
Must have a proven ability...",Scientific Research Corporation,"Patuxent River, MD",4.2,"Atlanta, GA",1001 to 5000 employees,Class C,1988,35,Company - Private,-1,IT Services,Information Technology,$100 to $500 million (USD),Class 6,0,0,0,0,0,1,analyst,1
95,Scientist,55000,116000,85500,0,"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

None

Clearance Level Must Be Able to Obtain:

None

Suitability:

No Suitability Required

Public Trust/Other Required:

NACI (T1)

Job Family:

Scientists

Job Description:

GDIT is seeking a Senior Research Technician so support the Walter Reed Army Institute of Research (WRAIR) Entomology Branch’s support to the Walter Reed Biosystematics Unit (WRBU). Specific emphasis is on the development of morphological keys and molecular identification assays that permit accurate identifications in austere environments. The goal is to facilitate front facing platforms to support near real-time accurate field identifications of vector and pathogens, to support accurate and timely production of vector-borne disease risk assessments.

Specific duties include:
Develop, validate and implement molecular assays for the rapid, accurate detection and identification of multiple vector and pathogen targets using multiple forward facing platforms (e.g. me...",General Dynamics Information Technology,"Suitland, MD",3.4,"Fairfax, VA",10000+ employees,Class A,1996,27,Subsidiary or Business Segment,"SAIC, Leidos, Northrop Grumman",IT Services,Information Technology,$10+ billion (USD),Class 1,0,0,0,0,0,0,na,0
96,Data Scientist,72000,123000,97500,0,"Why choose between doing meaningful work and
having a fulfilling life? At MITRE, you can have both. That's because MITRE
people are committed to tackling our nation's toughest challenges—and we're
committed to the long-term well-being of our employees. MITRE is different from
most technology companies. We are a not-for-profit corporation chartered to
work for the public interest, with no commercial conflicts to influence what we
do. The Research & Development centers we operate for the government create
lasting impact in fields as diverse as cybersecurity, healthcare, aviation,
defense, and enterprise transformation. We're making a difference every
day—working for a safer, healthier, and more secure nation and world.

The
HLSC Software and IT Systems Department is seeking talented data scientists
experienced in data analytics and data visualization. With more and more data everywhere, the
Department of Homeland Security (DHS) needs dedicated technical expertise and
subject-matter support in data storage, s...",MITRE,"McLean, VA",3.2,"Bedford, MA",5001 to 10000 employees,Class B,1958,65,Nonprofit Organization,"Battelle, General Atomics, SAIC",Federal Agencies,Government,$1 to $2 billion (USD),Class 4,0,1,0,0,0,1,data scientist,2
97,Data Scientist,74000,124000,99000,0,"Data Scientist
US Citizenship and a current TS/SCI clearance are required for the position.

Job Description: Candidate will provide support to the Department of the Army Intelligence Information Services (DAIIS) Open Source Intelligence (OSINT) Team and assist in its requirement to answer enduring/ standing requirements and ad hoc Requests for Information for publicly available information that answer worldwide intelligence requirements. The intent of this program is to provide intelligence consumers access to publicly available information on the networks on which they operate so that analysts spend less time conducting searches and building queries on the internet and more time conducting all-source intelligence analysis. Candidates will provide data management functions in the form of data governance, data architecture, data warehousing, data quality management, metadata management, data security management, data development management, data operations management, data refinement, integrated data servi...",The Buffalo Group,"Fort Belvoir, VA",3.9,"Reston, VA",501 to 1000 employees,Class D,2010,13,Company - Private,"ManTech, Booz Allen Hamilton, Leidos",IT Services,Information Technology,$100 to $500 million (USD),Class 6,0,1,0,0,0,1,data scientist,2
98,Data Analyst,40000,73000,56500,0,"The Data Analyst is primarily responsible for the operational execution of data extracts and exchanges with DentaQuest's clients and vendors. This includes loading and processing data files, various operational data maintenance functions, and systemic delivery of files to third parties.

PRIMARY JOB RESPONSIBILITIES:

• Perform routine and ad hoc encounters and claim resubmissions.
o Use SQL tools to resubmit encounters for clients such as NY, FL, and other markets
o Work with BAs and developers to streamline/automate processes

• Run, edit and maintain data extracts, applications, and ad-hoc queries as requested by internal and external customers using SQL, SSIS, Informatica toolset (Powercenter, B2B with MFT)
o Analyze discrepancies with invoice detail files, provider files, etc.
o Re-run TWS or manual jobs to ensure data delivery and compliance
o Run, test, deploy, or retire TWS jobs as needed
o Ensure scheduled and ad hoc extracts are delivered per schedule
o Ensure scheduled EDI and flat files are rec...",DentaQuest,"Milwaukee, WI",3.1,"Boston, MA",1001 to 5000 employees,Class C,2001,22,Company - Private,"MCNA Dental Plans, United Concordia, Delta Dental Plans Association",Insurance Carriers,Insurance,$2 to $5 billion (USD),Class 3,0,0,0,0,0,1,analyst,1
99,Lead Data Scientist,102000,164000,133000,0,"Position Title: Lead Data Scientist

Department: Government Services – DISA

Status: Full-Time, Regular, Exempt
Location: Silver Spring, MD

Position Summary:

As a Lead Data Scientist, you will lead a data science team in the integration of data science best practices into existing security operations. Manage data science operations around organizing, examining, and improving operational data feeds. Discover, analyze and track advanced adversary cyber campaigns, assess the threat implications and overall risk those campaigns may pose to particular sectors, customers, and networks. Fuse internally derived and externally available cyber threat intelligence into techniques, analytics, and methodologies intended to detect and track advanced threats. Develop engineering design and architecture, use case and code documentation. Identify opportunities for applying data science to problems or concerns of the customer. Determine appropriate workflow for various data science tasks.

Key Duties & Responsibilities:
W...",Redjack,"Silver Spring, MD",4.1,"Silver Spring, MD",1 to 50 employees,Class G,2007,16,Company - Private,-1,IT Services,Information Technology,Unknown,Unknown,1,1,0,0,0,0,data scientist,1
100,Data Scientist,89000,153000,121000,0,"The Data Scientist will be joining a team of extremely passionate data scientists, product managers, and engineerswho share a common interest in tackling some of the most difficult data science and machine learning problems today. With the data products and machine learning systems you design, 7Park will arm influential decision-makers at financial and corporate giants with critical information they need to make smart, data-driven decisions. Along the way, you will help advance the current work in artificial intelligence and predictive modeling. Our technologies and data power the insights for financial services and corporations.

The compensation package includes a competitive salary and incentive structure, generous benefits, and valuable business experiences, challenges, and excitement of contributing to the success of a fast-growing technology startup company.

The data science team has two major goals: to design and build data products that provide intelligence on real-time economic activity to our fi...",7Park Data,"New York, NY",3.8,"New York, NY",51 to 200 employees,Class F,2012,11,Company - Private,-1,Research & Development,Business Services,Unknown,Unknown,1,1,0,1,0,0,data scientist,2
101,Data Scientist,61000,110000,85500,0,"About Us

Founded in Syracuse in 1992, we are a critical response center focused on saving lives and protecting homes and businesses. Whether its a fire at a family home, an armed intruder at a business, a missing vehicle, an evening jogger, or a lone family member having a medical emergency, our heroes are there to help every day. Supported by teams of experts in their respective fields, our 600+ highly trained specialists are the 24/7 backbone for thousands of alarm companies across the country.

Role Summary

Rapid Response is seeking a discerning and critical thinking Data Scientist to spearhead our Business Intelligence function. In this role, you will collaborate across the organization, using your experience in data science and business intelligence to analyze existing data to build dashboards, reports, and presentations and enable data-driven decision making across the organization.

Responsibilities
Collect and consult on the best ways to warehouse the myriad datasets across the organization using...",Rapid Response Monitoring,"Syracuse, NY",4.7,"Syracuse, NY",501 to 1000 employees,Class D,1992,31,Company - Private,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",Security Services,Business Services,Unknown,Unknown,1,1,0,0,0,0,data scientist,1
102,"Data Scientist, Rice University",65000,110000,87500,0,"Trilogy Education partners with universities to offer programs in Web Development, Data Analytics, UX/UI Design, Cybersecurity, and FinTech. Our platform combines a market-driven curriculum, robust career services, and a multinational community of universities, instructors, and employers to prepare adult learners for careers in the digital economy.

Our programs have been in existence since 2015, and since then, we've launched an additional 300 classes across the nation. We have hired more than 1,900 Instructors and Teaching Assistants to support our students.

The Job:

We are looking for an experienced Financial Engineer, Python or Machine Learning Engineer with Finance experience, or similar background to teach our part time FinTech class at Rice University. Our instructors are an essential piece to our students experience with us. You must bring a positive attitude and be able to infuse empathy, support, encouragement and fun into the classroom. As an instructor you will need to have the ability to del...",Trilogy Ed,"Houston, TX",4.3,"New York, NY",1001 to 5000 employees,Class C,2015,8,Subsidiary or Business Segment,"General Assembly, Kaplan University, Ironhack",Education Training Services,Education,Unknown,Unknown,0,1,0,0,0,0,data scientist,1
103,Senior Data Scientist,200000,275000,237500,0,"Who we want:
Are you committed to using your talents in research and advanced analytics to give global organizations critical advice?
Are you a leader who applies your instincts and expertise to discover breakthroughs that are key to clients’ growth?
Are you a driven professional who can manage multiple projects, set a standard of excellence and follow through on commitments for exceptional results?
Do you instinctively connect with others, understand individuals’ needs and share your passion for analytics to achieve shared goals?
Do you excel at building predictive models using various data sources and techniques to inform practical business decisions?
What you will do:

As a Gallup senior data scientist, you will help clients effectively use data to make better decisions. You will apply your knowledge of various statistical and machine-learning techniques to lead a wide variety of challenging projects — from designing custom client builds to automating solutions to the complicated problems clients face e...",Gallup,"Washington, DC",4.2,"Washington, DC",1001 to 5000 employees,Class C,1935,88,Company - Private,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",Consulting,Business Services,Unknown,Unknown,1,1,0,0,0,1,data scientist,2
104,Data Engineer,68000,123000,95500,0,"Company Description

CapTech is a team of master builders, creators, and problem solvers who help clients grow efficient, successful businesses. We unite diverse skills and perspectives to transform how data, systems, and ingenuity enable each client to advance what’s possible in a changing world.

As perceptive partners, our U.S-based consultants find inspiration in the unknown and enjoy getting our hands dirty solving our clients’ myriad of challenges. Across industries and business goals, we fuse technical depth and analytical prowess with creative savvy to move clients forward. This drive helps each organization use technology, management, and insight to turn ideas into action. Together, we create outcomes that exceed the expected — which is one of the reasons we’ve been on the Inc. 500/5000 list for over a decade.

Job Description

The Data Engineer, Analytics role falls into the Data Management & Business Intelligence practice area at CapTech, through which our consultants provide a broad spectrum of...",CapTech,"Charlotte, NC",3.9,"Richmond, VA",1001 to 5000 employees,Class C,1997,26,Company - Private,"Accenture, North Highland, Deloitte",IT Services,Information Technology,$100 to $500 million (USD),Class 6,0,1,0,1,0,0,data engineer,2
105,Senior Data Scientist,80000,129000,104500,0,"We are AAM. We have the POWER to move the world.

At AAM, we're looking for associates who push boundaries and drive solutions for the future. Innovators. Thinkers. Dreamers. Doers. No matter the role or function, every associate is a piece of what makes AAM great. Were growing and building #TeamAAM to be the best. Join us!

Job Posting Title

Senior Data Scientist

Job Description Summary

We are looking for a Senior Data Scientist that will help us discover the information hidden in vast amounts of data and help us support our business. Your primary focus will be in applying data mining/statistical techniques, creating patterns and predictions. Ensuring validity of data using statistical languages to develop and launch descriptive, Predictive and prescriptive analysis. Work closely with the business to understand business needs.

Job Description
Perform Operational Support.
Work on Major Projects and Responsible for Deliverables.
Data mining using state-of-the-art methods
Strong skill in critical thinkin...",American Axle & Manufacturing,"Southfield, MI",3.3,"Detroit, MI",10000+ employees,Class A,1994,29,Company - Public,-1,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),Class 2,0,1,0,1,1,1,data scientist,4
106,Financial Data Analyst,41000,72000,56500,0,"CentralReach is a leading provider of end-to-end practice management and clinical solutions that enable applied behavior analysis (ABA) clinicians and educators to produce superior outcomes for people with autism. The company is revolutionizing the ABA space with cutting-edge solutions including precision teaching, clinical data collection, scheduling, billing, learning management, fully digital evidence-based programming and more. Trusted by more than 80,000 clinicians and educators, CentralReach is committed to ongoing product improvement, market-leading industry expertise, world-class client satisfaction, and support of the ABA community to propel industry practitioners into a new era of excellence.

We are looking for a Financial Analyst to join our finance team reporting directly to the FP&A Manager! The ideal candidate will be a self-starter with a desire to complete recurring and ad-hoc tasks with minimal supervision.

The Financial Analyst is a key financial position supporting our fast-growing Saa...",CentralReach,"Matawan, NJ",4.7,"Pompano Beach, FL",201 to 500 employees,Class E,2012,11,Company - Private,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",Computer Hardware & Software,Information Technology,Unknown,Unknown,0,0,0,0,0,1,analyst,1
